c_number,cpu,gpu,resolution,fps,cpu_score,gpu_score,power,price,ram_gb,is_good_for_gaming,is_good_for_productivity,is_good_for_design_render,is_good_for_workstation
c_2582,Ryzen 5 7600,RTX4070,1440P,118,27015,26921,380,1160,32,1,0,0,0
c_2583,Ryzen 5 7600X,RTX4060,1080P,128,28323,19550,295,870,16,1,1,0,0
c_2584,Ryzen 5 7600X,RTX4060,1080P,128,28323,19550,295,930,32,1,1,1,0
c_2585,Ryzen 5 7600X,RTX4060TI,1080P,158,28323,22712,345,1020,16,1,1,0,0
c_2586,Ryzen 5 7600X,RTX4060TI,1080P,158,28323,22712,345,1080,32,1,1,1,0
c_2587,Ryzen 5 7600X,RTX4070,1440P,122,28323,26921,395,1140,16,1,0,0,0
c_2588,Ryzen 5 7600X,RTX4070,1440P,122,28323,26921,395,1200,32,1,0,0,0
c_2589,Ryzen 5 7600X3D,RTX4060,1080P,135,25709,19550,300,930,16,1,0,0,0
c_2590,Ryzen 5 7600X3D,RTX4060,1080P,135,25709,19550,300,990,32,1,0,0,0
c_2591,Ryzen 5 7600X3D,RTX4060TI,1080P,165,25709,22712,350,1080,16,1,0,0,0
c_2592,Ryzen 5 7600X3D,RTX4060TI,1080P,165,25709,22712,350,1140,32,1,0,0,0
c_2593,Ryzen 5 7600X3D,RTX4070,1440P,128,25709,26921,400,1200,16,1,0,0,0
c_2594,Ryzen 5 7600X3D,RTX4070,1440P,128,25709,26921,400,1260,32,1,0,0,0
c_2595,Ryzen 5 8400F,RTX4060,1080P,125,24557,19550,270,750,16,1,0,0,0
c_2596,Ryzen 5 8400F,RTX4060,1080P,125,24557,19550,270,810,32,1,0,0,0
c_2597,Ryzen 5 8400F,RTX4060TI,1080P,155,24557,22712,320,900,16,1,0,0,0
c_2598,Ryzen 5 8400F,RTX4060TI,1080P,155,24557,22712,320,960,32,1,0,0,0
c_2599,Ryzen 5 8400F,RTX4070,1440P,120,24557,26921,370,1020,16,1,0,0,0
c_2600,Ryzen 5 8400F,RTX4070,1440P,120,24557,26921,370,1080,32,1,0,0,0
c_2601,Ryzen 5 8500G,RTX4060,1080P,122,21492,19550,265,800,16,1,0,0,0
c_2602,Ryzen 5 8500G,RTX4060,1080P,122,21492,19550,265,860,32,1,0,0,0
c_2603,Ryzen 5 8500G,RTX4060TI,1080P,150,21492,22712,315,950,16,1,0,0,0
c_2604,Ryzen 5 8500G,RTX4060TI,1080P,150,21492,22712,315,1010,32,1,0,0,0
c_2605,Ryzen 5 8500G,RTX4070,1440P,115,21492,26921,365,1070,16,1,0,0,0
c_2606,Ryzen 5 8500G,RTX4070,1440P,115,21492,26921,365,1130,32,1,0,0,0
c_2607,Ryzen 5 8600G,RTX4060,1080P,128,25256,19550,270,870,16,1,0,0,0
c_2608,Ryzen 5 8600G,RTX4060,1080P,128,25256,19550,270,930,32,1,0,0,0
c_2609,Ryzen 5 8600G,RTX4060TI,1080P,158,25256,22712,320,1020,16,1,0,0,0
c_2610,Ryzen 5 8600G,RTX4060TI,1080P,158,25256,22712,320,1080,32,1,0,0,0
c_2611,Ryzen 5 8600G,RTX4070,1440P,122,25256,26921,370,1140,16,1,0,0,0
c_2612,Ryzen 5 8600G,RTX4070,1440P,122,25256,26921,370,1200,32,1,0,0,0
c_2613,Ryzen 5 9600,RTX4060,1080P,132,29034,19550,275,820,16,1,1,0,0
c_2614,Ryzen 5 9600,RTX4060,1080P,132,29034,19550,275,880,32,1,1,1,0
c_2615,Ryzen 5 9600,RTX4060TI,1080P,162,29034,22712,325,970,16,1,1,0,0
c_2616,Ryzen 5 9600,RTX4060TI,1080P,162,29034,22712,325,1030,32,1,1,1,0
c_2617,Ryzen 5 9600,RTX4070,1440P,125,29034,26921,375,1090,16,1,0,0,0
c_2618,Ryzen 5 9600,RTX4070,1440P,125,29034,26921,375,1150,32,1,0,0,0
c_2619,Ryzen 5 9600X,RTX4060,1080P,140,29997,19550,300,900,16,1,1,0,0
c_2620,Ryzen 5 9600X,RTX4060,1080P,140,29997,19550,300,960,32,1,1,1,0
c_2621,Ryzen 5 9600X,RTX4060TI,1080P,172,29997,22712,350,1050,16,1,1,0,0
c_2622,Ryzen 5 9600X,RTX4060TI,1080P,172,29997,22712,350,1110,32,1,1,1,0
c_2623,Ryzen 5 9600X,RTX4070,1440P,135,29997,26921,400,1170,16,1,0,0,0
c_2624,Ryzen 5 9600X,RTX4070,1440P,135,29997,26921,400,1230,32,1,0,0,0
c_2625,Ryzen 5 5500,RTX5050,1080P,110,19315,16997,260,700,16,1,0,0,0
c_2626,Ryzen 5 5500,RTX5050,1080P,110,19315,16997,260,760,32,1,0,0,0
c_2627,Ryzen 5 5500,RTX5060,1080P,135,19315,20889,310,820,16,1,0,0,0
c_2628,Ryzen 5 5500,RTX5060,1080P,135,19315,20889,310,880,32,1,0,0,0
c_2629,Ryzen 5 5500,RTX5060TI,1080P,160,19315,22830,360,940,16,1,0,0,0
c_2630,Ryzen 5 5500,RTX5060TI,1080P,160,19315,22830,360,1000,32,1,0,0,0
c_2631,Ryzen 5 5500,RTX5070,1440P,125,19315,28904,410,1060,16,0,0,0,0
c_2632,Ryzen 5 5500,RTX5070,1440P,125,19315,28904,410,1120,32,0,0,0,0
c_2633,Ryzen 5 5500X3D,RTX5050,1080P,115,20154,16997,270,750,16,1,0,0,0
c_2634,Ryzen 5 5500X3D,RTX5050,1080P,115,20154,16997,270,810,32,1,0,0,0
c_2635,Ryzen 5 5500X3D,RTX5060,1080P,142,20154,20889,320,870,16,1,0,0,0
c_2636,Ryzen 5 5500X3D,RTX5060,1080P,142,20154,20889,320,930,32,1,0,0,0
c_2637,Ryzen 5 5500X3D,RTX5060TI,1080P,168,20154,22830,370,990,16,1,0,0,0
c_2638,Ryzen 5 5500X3D,RTX5060TI,1080P,168,20154,22830,370,1050,32,1,0,0,0
c_2639,Ryzen 5 5500X3D,RTX5070,1440P,132,20154,28904,420,1110,16,0,0,0,0
c_2640,Ryzen 5 5500X3D,RTX5070,1440P,132,20154,28904,420,1170,32,0,0,0,0
c_2641,Ryzen 5 5600,RTX5050,1080P,113,21549,16997,265,730,16,1,0,0,0
c_2642,Ryzen 5 5600,RTX5050,1080P,113,21549,16997,265,790,32,1,0,0,0
c_2643,Ryzen 5 5600,RTX5060,1080P,140,21549,20889,315,850,16,1,0,0,0
c_2644,Ryzen 5 5600,RTX5060,1080P,140,21549,20889,315,910,32,1,0,0,0
c_2645,Ryzen 5 5600,RTX5060TI,1080P,165,21549,22830,365,970,16,1,0,0,0
c_2646,Ryzen 5 5600,RTX5060TI,1080P,165,21549,22830,365,1030,32,1,0,0,0
c_2647,Ryzen 5 5600,RTX5070,1440P,128,21549,28904,415,1090,16,1,0,0,0
c_2648,Ryzen 5 5600,RTX5070,1440P,128,21549,28904,415,1150,32,1,0,0,0
c_2649,Ryzen 5 5600G,RTX5050,1080P,105,19698,16997,250,720,16,1,0,0,0
c_2650,Ryzen 5 5600G,RTX5050,1080P,105,19698,16997,250,780,32,1,0,0,0
c_2651,Ryzen 5 5600G,RTX5060,1080P,130,19698,20889,300,840,16,1,0,0,0
c_2652,Ryzen 5 5600G,RTX5060,1080P,130,19698,20889,300,900,32,1,0,0,0
c_2653,Ryzen 5 5600G,RTX5060TI,1080P,155,19698,22830,350,960,16,1,0,0,0
c_2654,Ryzen 5 5600G,RTX5060TI,1080P,155,19698,22830,350,1020,32,1,0,0,0
c_2655,Ryzen 5 5600G,RTX5070,1440P,120,19698,28904,400,1080,16,0,0,0,0
c_2656,Ryzen 5 5600G,RTX5070,1440P,120,19698,28904,400,1140,32,0,0,0,0
c_2657,Ryzen 5 5600X,RTX5050,1080P,118,21847,16997,270,770,16,1,0,0,0
c_2658,Ryzen 5 5600X,RTX5050,1080P,118,21847,16997,270,830,32,1,0,0,0
c_2659,Ryzen 5 5600X,RTX5060,1080P,145,21847,20889,320,890,16,1,0,0,0
c_2660,Ryzen 5 5600X,RTX5060,1080P,145,21847,20889,320,950,32,1,0,0,0
c_2661,Ryzen 5 5600X,RTX5060TI,1080P,170,21847,22830,370,1010,16,1,0,0,0
c_2662,Ryzen 5 5600X,RTX5060TI,1080P,170,21847,22830,370,1070,32,1,0,0,0
c_2663,Ryzen 5 5600X,RTX5070,1440P,132,21847,28904,420,1130,16,1,0,0,0
c_2664,Ryzen 5 5600X,RTX5070,1440P,132,21847,28904,420,1190,32,1,0,0,0
c_2665,Ryzen 5 7400,RTX5050,1080P,125,22010,16997,260,820,16,1,0,0,0
c_2666,Ryzen 5 7400,RTX5050,1080P,125,22010,16997,260,880,32,1,0,0,0
c_2667,Ryzen 5 7400,RTX5060,1080P,152,22010,20889,310,940,16,1,0,0,0
c_2668,Ryzen 5 7400,RTX5060,1080P,152,22010,20889,310,1000,32,1,0,0,0
c_2669,Ryzen 5 7400,RTX5060TI,1080P,178,22010,22830,360,1060,16,1,0,0,0
c_2670,Ryzen 5 7400,RTX5060TI,1080P,178,22010,22830,360,1120,32,1,0,0,0
c_2671,Ryzen 5 7400,RTX5070,1440P,140,22010,28904,410,1180,16,1,0,0,0
c_2672,Ryzen 5 7400,RTX5070,1440P,140,22010,28904,410,1240,32,1,0,0,0
c_2673,Ryzen 5 7400F,RTX5050,1080P,125,25524,16997,255,780,16,1,0,0,0
c_2674,Ryzen 5 7400F,RTX5050,1080P,125,25524,16997,255,840,32,1,0,0,0
c_2675,Ryzen 5 7400F,RTX5060,1080P,152,25524,20889,305,900,16,1,0,0,0
c_2676,Ryzen 5 7400F,RTX5060,1080P,152,25524,20889,305,960,32,1,0,0,0
c_2677,Ryzen 5 7400F,RTX5060TI,1080P,178,25524,22830,355,1020,16,1,0,0,0
c_2678,Ryzen 5 7400F,RTX5060TI,1080P,178,25524,22830,355,1080,32,1,0,0,0
c_2679,Ryzen 5 7400F,RTX5070,1440P,140,25524,28904,405,1140,16,1,0,0,0
c_2680,Ryzen 5 7400F,RTX5070,1440P,140,25524,28904,405,1200,32,1,0,0,0
c_2681,Ryzen 5 7500F,RTX5050,1080P,130,26734,16997,265,830,16,1,1,0,0
c_2682,Ryzen 5 7500F,RTX5050,1080P,130,26734,16997,265,890,32,1,1,1,0
c_2683,Ryzen 5 7500F,RTX5060,1080P,158,26734,20889,315,950,16,1,1,0,0
c_2684,Ryzen 5 7500F,RTX5060,1080P,158,26734,20889,315,1010,32,1,1,1,0
c_2685,Ryzen 5 7500F,RTX5060TI,1080P,185,26734,22830,365,1070,16,1,1,0,0
c_2686,Ryzen 5 7500F,RTX5060TI,1080P,185,26734,22830,365,1130,32,1,1,1,0
c_2687,Ryzen 5 7500F,RTX5070,1440P,145,26734,28904,415,1190,16,1,0,0,0
c_2688,Ryzen 5 7500F,RTX5070,1440P,145,26734,28904,415,1250,32,1,0,0,0
c_2689,Ryzen 5 7600,RTX5050,1080P,138,27015,16997,270,880,16,1,1,0,0
c_2690,Ryzen 5 7600,RTX5050,1080P,138,27015,16997,270,940,32,1,1,1,0
c_2691,Ryzen 5 7600,RTX5060,1080P,168,27015,20889,320,1000,16,1,1,0,0
c_2692,Ryzen 5 7600,RTX5060,1080P,168,27015,20889,320,1060,32,1,1,1,0
c_2693,Ryzen 5 7600,RTX5060TI,1080P,195,27015,22830,370,1120,16,1,1,0,0
c_2694,Ryzen 5 7600,RTX5060TI,1080P,195,27015,22830,370,1180,32,1,1,1,0
c_2695,Ryzen 5 7600,RTX5070,1440P,152,27015,28904,420,1240,16,1,0,0,0
c_2696,Ryzen 5 7600,RTX5070,1440P,152,27015,28904,420,1300,32,1,0,0,0
c_2697,Ryzen 5 7600X,RTX5050,1080P,145,28323,16997,285,920,16,1,1,0,0
c_2698,Ryzen 5 7600X,RTX5050,1080P,145,28323,16997,285,980,32,1,1,1,0
c_2699,Ryzen 5 7600X,RTX5060,1080P,175,28323,20889,335,1040,16,1,1,0,0
c_2700,Ryzen 5 7600X,RTX5060,1080P,175,28323,20889,335,1100,32,1,1,1,0
c_2701,Ryzen 5 7600X,RTX5060TI,1080P,202,28323,22830,385,1160,16,1,1,0,0
c_2702,Ryzen 5 7600X,RTX5060TI,1080P,202,28323,22830,385,1220,32,1,1,1,0
c_2703,Ryzen 5 7600X,RTX5070,1440P,158,28323,28904,435,1280,16,1,0,0,0
c_2704,Ryzen 5 7600X,RTX5070,1440P,158,28323,28904,435,1340,32,1,0,0,0
c_2705,Ryzen 5 7600X3D,RTX5050,1080P,152,25709,16997,290,980,16,1,0,0,0
c_2706,Ryzen 5 7600X3D,RTX5050,1080P,152,25709,16997,290,1040,32,1,0,0,0
c_2707,Ryzen 5 7600X3D,RTX5060,1080P,182,25709,20889,340,1100,16,1,0,0,0
c_2708,Ryzen 5 7600X3D,RTX5060,1080P,182,25709,20889,340,1160,32,1,0,0,0
c_2709,Ryzen 5 7600X3D,RTX5060TI,1080P,210,25709,22830,390,1220,16,1,0,0,0
c_2710,Ryzen 5 7600X3D,RTX5060TI,1080P,210,25709,22830,390,1280,32,1,0,0,0
c_2711,Ryzen 5 7600X3D,RTX5070,1440P,165,25709,28904,440,1340,16,1,0,0,0
c_2712,Ryzen 5 7600X3D,RTX5070,1440P,165,25709,28904,440,1400,32,1,0,0,0
c_2713,Ryzen 5 8400F,RTX5050,1080P,142,24557,16997,260,800,16,1,0,0,0
c_2714,Ryzen 5 8400F,RTX5050,1080P,142,24557,16997,260,860,32,1,0,0,0
c_2715,Ryzen 5 8400F,RTX5060,1080P,172,24557,20889,310,920,16,1,0,0,0
c_2716,Ryzen 5 8400F,RTX5060,1080P,172,24557,20889,310,980,32,1,0,0,0
c_2717,Ryzen 5 8400F,RTX5060TI,1080P,198,24557,22830,360,1040,16,1,0,0,0
c_2718,Ryzen 5 8400F,RTX5060TI,1080P,198,24557,22830,360,1100,32,1,0,0,0
c_2719,Ryzen 5 8400F,RTX5070,1440P,155,24557,28904,410,1160,16,1,0,0,0
c_2720,Ryzen 5 8400F,RTX5070,1440P,155,24557,28904,410,1220,32,1,0,0,0
c_2721,Ryzen 5 8500G,RTX5050,1080P,138,21492,16997,255,850,16,1,0,0,0
c_2722,Ryzen 5 8500G,RTX5050,1080P,138,21492,16997,255,910,32,1,0,0,0
c_2723,Ryzen 5 8500G,RTX5060,1080P,168,21492,20889,305,970,16,1,0,0,0
c_2724,Ryzen 5 8500G,RTX5060,1080P,168,21492,20889,305,1030,32,1,0,0,0
c_2725,Ryzen 5 8500G,RTX5060TI,1080P,195,21492,22830,355,1090,16,1,0,0,0
c_2726,Ryzen 5 8500G,RTX5060TI,1080P,195,21492,22830,355,1150,32,1,0,0,0
c_2727,Ryzen 5 8500G,RTX5070,1440P,152,21492,28904,405,1210,16,1,0,0,0
c_2728,Ryzen 5 8500G,RTX5070,1440P,152,21492,28904,405,1270,32,1,0,0,0
c_2729,Ryzen 5 8600G,RTX5050,1080P,145,25256,16997,260,920,16,1,0,0,0
c_2730,Ryzen 5 8600G,RTX5050,1080P,145,25256,16997,260,980,32,1,0,0,0
c_2731,Ryzen 5 8600G,RTX5060,1080P,175,25256,20889,310,1040,16,1,0,0,0
c_2732,Ryzen 5 8600G,RTX5060,1080P,175,25256,20889,310,1100,32,1,0,0,0
c_2733,Ryzen 5 8600G,RTX5060TI,1080P,202,25256,22830,360,1160,16,1,0,0,0
c_2734,Ryzen 5 8600G,RTX5060TI,1080P,202,25256,22830,360,1220,32,1,0,0,0
c_2735,Ryzen 5 8600G,RTX5070,1440P,158,25256,28904,410,1280,16,1,0,0,0
c_2736,Ryzen 5 8600G,RTX5070,1440P,158,25256,28904,410,1340,32,1,0,0,0
c_2737,Ryzen 5 9600,RTX5050,1080P,148,29034,16997,265,870,16,1,1,0,0
c_2738,Ryzen 5 9600,RTX5050,1080P,148,29034,16997,265,930,32,1,1,1,0
c_2739,Ryzen 5 9600,RTX5060,1080P,178,29034,20889,315,990,16,1,1,0,0
c_2740,Ryzen 5 9600,RTX5060,1080P,178,29034,20889,315,1050,32,1,1,1,0
c_2741,Ryzen 5 9600,RTX5060TI,1080P,205,29034,22830,365,1110,16,1,1,0,0
c_2742,Ryzen 5 9600,RTX5060TI,1080P,205,29034,22830,365,1170,32,1,1,1,0
c_2743,Ryzen 5 9600,RTX5070,1440P,162,29034,28904,415,1230,16,1,0,0,0
c_2744,Ryzen 5 9600,RTX5070,1440P,162,29034,28904,415,1290,32,1,0,0,0
c_2745,Ryzen 5 9600X,RTX5050,1080P,158,29997,16997,290,950,16,1,1,0,0
c_2746,Ryzen 5 9600X,RTX5050,1080P,158,29997,16997,290,1010,32,1,1,1,0
c_2747,Ryzen 5 9600X,RTX5060,1080P,188,29997,20889,340,1070,16,1,1,0,0
c_2748,Ryzen 5 9600X,RTX5060,1080P,188,29997,20889,340,1130,32,1,1,1,0
c_2749,Ryzen 5 9600X,RTX5060TI,1080P,215,29997,22830,390,1190,16,1,1,0,0
c_2750,Ryzen 5 9600X,RTX5060TI,1080P,215,29997,22830,390,1250,32,1,1,1,0
c_2751,Ryzen 5 9600X,RTX5070,1440P,172,29997,28904,440,1310,16,1,0,0,0
c_2752,Ryzen 5 9600X,RTX5070,1440P,172,29997,28904,440,1370,32,1,0,0,0
c_2753,Ryzen 7 5700,RTX3060TI,1080P,135,24331,20313,380,900,16,1,0,0,0
c_2754,Ryzen 7 5700,RTX3060TI,1080P,135,24331,20313,380,960,32,1,0,0,0
c_2755,Ryzen 7 5700,RTX3070,1440P,105,24331,22171,430,1020,16,1,0,0,0
c_2756,Ryzen 7 5700,RTX3070,1440P,105,24331,22171,430,1080,32,1,0,0,0
c_2757,Ryzen 7 5700,RTX3070TI,1440P,115,24331,23298,460,1120,16,1,0,0,0
c_2758,Ryzen 7 5700,RTX3070TI,1440P,115,24331,23298,460,1180,32,1,0,0,0
c_2759,Ryzen 7 5700,RTX3080,1440P,125,24331,25077,490,1320,16,1,0,0,0
c_2760,Ryzen 7 5700,RTX3080,1440P,125,24331,25077,490,1380,32,1,0,0,0
c_2761,Ryzen 7 5700,RTX3080TI,4K,85,24331,26860,520,1620,16,1,0,0,0
c_2762,Ryzen 7 5700,RTX3080TI,4K,85,24331,26860,520,1680,32,1,0,0,0
c_2763,Ryzen 7 5700,RTX3090,4K,90,24331,26609,520,1820,16,1,0,0,0
c_2764,Ryzen 7 5700,RTX3090,4K,90,24331,26609,520,1880,32,1,0,0,0
c_2765,Ryzen 7 5700X,RTX3060TI,1080P,140,26611,20313,390,950,16,1,1,0,0
c_2766,Ryzen 7 5700X,RTX3060TI,1080P,140,26611,20313,390,1010,32,1,1,1,0
c_2767,Ryzen 7 5700X,RTX3070,1440P,108,26611,22171,440,1070,16,1,0,0,0
c_2768,Ryzen 7 5700X,RTX3070,1440P,108,26611,22171,440,1130,32,1,0,0,0
c_2769,Ryzen 7 5700X,RTX3070TI,1440P,118,26611,23298,470,1170,16,1,0,0,0
c_2770,Ryzen 7 5700X,RTX3070TI,1440P,118,26611,23298,470,1230,32,1,0,0,0
c_2771,Ryzen 7 5700X,RTX3080,1440P,128,26611,25077,500,1370,16,1,0,0,0
c_2772,Ryzen 7 5700X,RTX3080,1440P,128,26611,25077,500,1430,32,1,0,0,0
c_2773,Ryzen 7 5700X,RTX3080TI,4K,88,26611,26860,530,1670,16,1,0,0,0
c_2774,Ryzen 7 5700X,RTX3080TI,4K,88,26611,26860,530,1730,32,1,0,0,0
c_2775,Ryzen 7 5700X,RTX3090,4K,92,26611,26609,530,1870,16,1,0,0,0
c_2776,Ryzen 7 5700X,RTX3090,4K,92,26611,26609,530,1930,32,1,0,0,0
c_2777,Ryzen 7 5700G,RTX3060TI,1080P,130,24367,20313,370,900,16,1,0,0,0
c_2778,Ryzen 7 5700G,RTX3060TI,1080P,130,24367,20313,370,960,32,1,0,0,0
c_2779,Ryzen 7 5700G,RTX3070,1440P,100,24367,22171,420,1020,16,1,0,0,0
c_2780,Ryzen 7 5700G,RTX3070,1440P,100,24367,22171,420,1080,32,1,0,0,0
c_2781,Ryzen 7 5700G,RTX3070TI,1440P,110,24367,23298,450,1120,16,1,0,0,0
c_2782,Ryzen 7 5700G,RTX3070TI,1440P,110,24367,23298,450,1180,32,1,0,0,0
c_2783,Ryzen 7 5700G,RTX3080,1440P,120,24367,25077,480,1320,16,1,0,0,0
c_2784,Ryzen 7 5700G,RTX3080,1440P,120,24367,25077,480,1380,32,1,0,0,0
c_2785,Ryzen 7 5700G,RTX3080TI,4K,82,24367,26860,510,1620,16,1,0,0,0
c_2786,Ryzen 7 5700G,RTX3080TI,4K,82,24367,26860,510,1680,32,1,0,0,0
c_2787,Ryzen 7 5700G,RTX3090,4K,85,24367,26609,510,1820,16,1,0,0,0
c_2788,Ryzen 7 5700G,RTX3090,4K,85,24367,26609,510,1880,32,1,0,0,0
c_2789,Ryzen 7 5700X3D,RTX3060TI,1080P,148,26302,20313,410,1000,16,1,1,0,0
c_2790,Ryzen 7 5700X3D,RTX3060TI,1080P,148,26302,20313,410,1060,32,1,1,1,0
c_2791,Ryzen 7 5700X3D,RTX3070,1440P,115,26302,22171,460,1120,16,1,0,0,0
c_2792,Ryzen 7 5700X3D,RTX3070,1440P,115,26302,22171,460,1180,32,1,0,0,0
c_2793,Ryzen 7 5700X3D,RTX3070TI,1440P,125,26302,23298,490,1220,16,1,0,0,0
c_2794,Ryzen 7 5700X3D,RTX3070TI,1440P,125,26302,23298,490,1280,32,1,0,0,0
c_2795,Ryzen 7 5700X3D,RTX3080,1440P,135,26302,25077,520,1420,16,1,0,0,0
c_2796,Ryzen 7 5700X3D,RTX3080,1440P,135,26302,25077,520,1480,32,1,0,0,0
c_2797,Ryzen 7 5700X3D,RTX3080TI,4K,92,26302,26860,550,1720,16,1,0,0,0
c_2798,Ryzen 7 5700X3D,RTX3080TI,4K,92,26302,26860,550,1780,32,1,0,0,0
c_2799,Ryzen 7 5700X3D,RTX3090,4K,98,26302,26609,550,1920,16,1,0,0,0
c_2800,Ryzen 7 5700X3D,RTX3090,4K,98,26302,26609,550,1980,32,1,0,0,0
c_2801,Ryzen 7 5800,RTX3060TI,1080P,142,25743,20313,390,980,16,1,0,0,0
c_2802,Ryzen 7 5800,RTX3060TI,1080P,142,25743,20313,390,1040,32,1,0,0,0
c_2803,Ryzen 7 5800,RTX3070,1440P,110,25743,22171,440,1100,16,1,0,0,0
c_2804,Ryzen 7 5800,RTX3070,1440P,110,25743,22171,440,1160,32,1,0,0,0
c_2805,Ryzen 7 5800,RTX3070TI,1440P,120,25743,23298,470,1200,16,1,0,0,0
c_2806,Ryzen 7 5800,RTX3070TI,1440P,120,25743,23298,470,1260,32,1,0,0,0
c_2807,Ryzen 7 5800,RTX3080,1440P,130,25743,25077,500,1400,16,1,0,0,0
c_2808,Ryzen 7 5800,RTX3080,1440P,130,25743,25077,500,1460,32,1,0,0,0
c_2809,Ryzen 7 5800,RTX3080TI,4K,90,25743,26860,530,1700,16,1,0,0,0
c_2810,Ryzen 7 5800,RTX3080TI,4K,90,25743,26860,530,1760,32,1,0,0,0
c_2811,Ryzen 7 5800,RTX3090,4K,95,25743,26609,530,1900,16,1,0,0,0
c_2812,Ryzen 7 5800,RTX3090,4K,95,25743,26609,530,1960,32,1,0,0,0
c_2813,Ryzen 7 5800XT,RTX3060TI,1080P,135,28002,20313,370,980,16,1,1,0,0
c_2814,Ryzen 7 5800XT,RTX3060TI,1080P,135,28002,20313,370,1040,32,1,1,1,0
c_2815,Ryzen 7 5800XT,RTX3070,1440P,105,28002,22171,420,1100,16,1,0,0,0
c_2816,Ryzen 7 5800XT,RTX3070,1440P,105,28002,22171,420,1160,32,1,0,0,0
c_2817,Ryzen 7 5800XT,RTX3070TI,1440P,115,28002,23298,450,1200,16,1,0,0,0
c_2818,Ryzen 7 5800XT,RTX3070TI,1440P,115,28002,23298,450,1260,32,1,0,0,0
c_2819,Ryzen 7 5800XT,RTX3080,1440P,125,28002,25077,480,1400,16,1,0,0,0
c_2820,Ryzen 7 5800XT,RTX3080,1440P,125,28002,25077,480,1460,32,1,0,0,0
c_2821,Ryzen 7 5800XT,RTX3080TI,4K,85,28002,26860,510,1700,16,1,0,0,0
c_2822,Ryzen 7 5800XT,RTX3080TI,4K,85,28002,26860,510,1760,32,1,0,0,0
c_2823,Ryzen 7 5800XT,RTX3090,4K,90,28002,26609,510,1900,16,1,0,0,0
c_2824,Ryzen 7 5800XT,RTX3090,4K,90,28002,26609,510,1960,32,1,0,0,0
c_2825,Ryzen 7 5800X,RTX3060TI,1080P,145,27715,20313,410,1080,16,1,1,0,0
c_2826,Ryzen 7 5800X,RTX3060TI,1080P,145,27715,20313,410,1140,32,1,1,1,0
c_2827,Ryzen 7 5800X,RTX3070,1440P,112,27715,22171,460,1200,16,1,0,0,0
c_2828,Ryzen 7 5800X,RTX3070,1440P,112,27715,22171,460,1260,32,1,0,0,0
c_2829,Ryzen 7 5800X,RTX3070TI,1440P,122,27715,23298,490,1300,16,1,0,0,0
c_2830,Ryzen 7 5800X,RTX3070TI,1440P,122,27715,23298,490,1360,32,1,0,0,0
c_2831,Ryzen 7 5800X,RTX3080,1440P,132,27715,25077,520,1500,16,1,0,0,0
c_2832,Ryzen 7 5800X,RTX3080,1440P,132,27715,25077,520,1560,32,1,0,0,0
c_2833,Ryzen 7 5800X,RTX3080TI,4K,92,27715,26860,550,1800,16,1,0,0,0
c_2834,Ryzen 7 5800X,RTX3080TI,4K,92,27715,26860,550,1860,32,1,0,0,0
c_2835,Ryzen 7 5800X,RTX3090,4K,98,27715,26609,550,2000,16,1,0,0,0
c_2836,Ryzen 7 5800X,RTX3090,4K,98,27715,26609,550,2060,32,1,0,0,0
c_2837,Ryzen 7 5800X3D,RTX3060TI,1080P,158,28298,20313,420,1180,16,1,1,0,0
c_2838,Ryzen 7 5800X3D,RTX3060TI,1080P,158,28298,20313,420,1240,32,1,1,1,0
c_2839,Ryzen 7 5800X3D,RTX3070,1440P,122,28298,22171,470,1300,16,1,0,0,0
c_2840,Ryzen 7 5800X3D,RTX3070,1440P,122,28298,22171,470,1360,32,1,0,0,0
c_2841,Ryzen 7 5800X3D,RTX3070TI,1440P,132,28298,23298,500,1400,16,1,0,0,0
c_2842,Ryzen 7 5800X3D,RTX3070TI,1440P,132,28298,23298,500,1460,32,1,0,0,0
c_2843,Ryzen 7 5800X3D,RTX3080,1440P,142,28298,25077,530,1600,16,1,0,0,0
c_2844,Ryzen 7 5800X3D,RTX3080,1440P,142,28298,25077,530,1660,32,1,0,0,0
c_2845,Ryzen 7 5800X3D,RTX3080TI,4K,98,28298,26860,560,1900,16,1,0,0,0
c_2846,Ryzen 7 5800X3D,RTX3080TI,4K,98,28298,26860,560,1960,32,1,0,0,0
c_2847,Ryzen 7 5800X3D,RTX3090,4K,105,28298,26609,560,2100,16,1,0,0,0
c_2848,Ryzen 7 5800X3D,RTX3090,4K,105,28298,26609,560,2160,32,1,0,0,0
c_2849,Ryzen 7 7700,RTX3060TI,1080P,152,34386,20313,370,1100,16,1,1,0,0
c_2850,Ryzen 7 7700,RTX3060TI,1080P,152,34386,20313,370,1160,32,1,1,1,0
c_2851,Ryzen 7 7700,RTX3070,1440P,118,34386,22171,420,1220,16,1,0,0,0
c_2852,Ryzen 7 7700,RTX3070,1440P,118,34386,22171,420,1280,32,1,0,0,0
c_2853,Ryzen 7 7700,RTX3070TI,1440P,128,34386,23298,450,1320,16,1,0,0,0
c_2854,Ryzen 7 7700,RTX3070TI,1440P,128,34386,23298,450,1380,32,1,0,0,0
c_2855,Ryzen 7 7700,RTX3080,1440P,138,34386,25077,480,1520,16,1,0,0,0
c_2856,Ryzen 7 7700,RTX3080,1440P,138,34386,25077,480,1580,32,1,0,0,0
c_2857,Ryzen 7 7700,RTX3080TI,4K,95,34386,26860,510,1820,16,1,0,0,0
